3	1	33	70
4	2	157	186
5	4	143	181
6	5	141	181
7	6	155	196
8	4	181	212
8	6	181	195
9	2	163	186
10	6	195	196
10	7	196	197
10	8	195	230
11	7	165	197
14	4	186	211
14	9	186	208
15	12	81	124
16	10	197	243
16	11	173	197
17	13	29	68
18	12	80	123
19	16	173	239
20	17	60	68
20	18	60	123
21	13	68	69
21	20	68	118
22	13	26	69
23	14	208	235
24	14	211	235
24	23	235	271
25	4	211	212
25	24	211	267
26	10	243	244
26	16	239	243
27	8	212	230
27	10	230	244
27	25	212	267
28	20	118	127
28	21	69	118
29	19	194	240
30	29	223	275
31	26	239	244
32	19	239	240
32	29	240	275
32	31	239	275
34	22	69	94
34	28	69	142
35	24	267	271
36	28	127	156
38	37	146	149
39	37	145	149
40	27	244	267
41	31	244	341
41	40	244	328
42	35	267	309
43	42	267	389
44	40	267	328
44	43	267	383
45	30	187	275
46	45	187	289
47	31	275	342
48	47	275	390
49	45	275	289
49	48	275	368
50	41	328	341
50	44	328	383
51	31	341	342
51	50	341	392
52	46	204	289
53	50	392	403
53	51	342	392
55	53	426	433
56	47	342	390
56	53	342	426
56	55	390	426
57	48	368	390
57	49	289	368
58	52	261	289
59	54	261	277
59	58	261	311
60	59	277	311
61	43	383	416
61	50	383	403
63	62	296	344
64	53	403	433
65	55	390	452
66	57	390	428
66	65	390	455
67	60	272	308
68	57	289	429
69	58	289	367
69	68	289	407
70	62	295	344
70	67	295	308
71	60	308	311
71	70	308	366
72	57	428	429
72	66	428	455
72	68	429	435
73	58	311	367
74	73	311	414
75	71	311	366
75	74	311	406
76	68	407	436
76	69	367	407
77	76	367	436
78	73	367	414
78	74	414	434
78	77	367	434
79	68	435	436
79	72	435	461
79	77	436	477
80	55	433	452
80	64	433	457
80	65	452	473
81	75	366	406
82	70	366	369
82	81	366	420
83	70	344	369
83	82	369	420
84	63	343	344
84	83	344	393
85	65	455	474
86	72	455	461
86	79	461	477
86	85	455	488
87	74	406	434
87	81	406	444
88	77	434	481
88	87	434	468
90	65	473	474
90	89	473	497
91	84	343	393
92	81	420	444
92	87	444	467
93	83	420	424
93	92	420	459
94	85	474	488
94	90	474	497
95	89	497	500
95	94	497	514
96	91	359	402
97	96	359	419
98	83	393	424
98	91	393	402
99	87	467	468
99	92	459	467
100	86	477	488
101	77	477	481
101	100	477	499
102	93	424	460
102	98	424	442
103	96	402	447
103	98	402	442
103	102	442	471
104	88	468	486
104	99	468	490
105	93	459	460
105	99	459	490
108	107	372	418
109	97	331	419
110	109	331	454
111	107	365	418
111	110	331	418
112	95	521	532
112	106	521	551
113	108	404	445
114	100	488	499
114	101	499	505
115	94	488	514
116	114	488	519
116	115	488	531
117	88	481	486
117	101	481	498
118	102	460	471
118	105	460	491
119	109	454	458
120	119	454	489
121	110	418	454
121	120	454	485
122	96	419	447
122	103	447	472
122	109	419	458
123	103	471	472
123	118	471	496
125	121	418	485
126	108	418	445
126	125	418	475
128	119	458	489
128	120	489	501
128	122	458	472
130	106	548	551
130	124	548	555
131	101	498	505
131	114	505	519
132	117	486	498
132	131	498	515
133	104	486	490
133	132	486	513
134	113	445	451
134	126	445	476
135	125	475	485
135	126	475	476
136	123	472	496
137	128	472	506
137	136	472	518
138	116	519	531
139	131	515	519
139	138	519	550
140	120	485	502
140	135	485	503
141	134	451	487
142	95	514	533
142	115	514	530
143	105	490	491
143	118	491	496
144	127	446	469
144	141	446	487
145	127	466	470
146	132	513	515
146	139	515	542
147	133	490	513
147	146	513	536
148	134	476	487
148	135	476	504
149	147	490	537
150	143	490	509
150	149	490	534
151	127	469	470
151	144	469	493
152	112	532	551
152	130	551	571
153	115	530	531
153	138	531	553
154	142	530	533
154	153	530	553
155	95	532	533
155	154	533	558
156	152	532	573
156	155	532	557
157	143	496	509
158	136	496	518
158	157	496	541
160	154	558	560
160	155	557	558
161	138	550	556
162	139	542	550
162	161	550	565
163	148	487	504
164	163	487	517
165	144	487	493
165	164	487	523
166	120	501	502
166	140	502	503
167	138	553	556
167	154	553	560
167	160	560	574
167	161	556	574
168	146	542	543
168	162	542	565
169	146	536	543
169	147	536	537
170	150	509	534
170	157	509	541
171	168	543	565
171	169	537	543
172	159	480	484
173	172	480	508
174	166	503	522
175	135	503	504
175	174	503	520
176	149	534	537
176	171	537	572
177	170	534	541
177	176	534	568
178	145	470	483
179	129	483	492
179	178	483	507
180	156	557	573
180	160	557	583
181	158	518	547
182	137	506	518
182	181	518	522
183	151	470	493
183	165	493	511
185	172	484	516
185	184	484	510
186	128	501	506
186	166	501	522
186	182	506	522
188	187	570	617
189	130	570	571
189	188	570	592
190	178	470	507
190	183	470	512
191	174	520	540
191	175	504	520
192	163	504	517
192	164	517	529
192	191	504	545
193	152	571	573
193	189	571	592
194	176	568	575
194	177	541	568
195	194	541	589
196	195	541	582
197	158	541	547
197	181	547	561
197	196	541	564
198	171	565	572
198	176	572	575
199	161	565	585
200	199	565	606
201	198	565	575
201	200	565	607
202	179	492	507
203	165	511	524
203	183	511	512
204	184	495	510
204	185	510	525
204	202	495	507
205	180	573	594
205	193	573	593
206	193	592	593
206	205	593	594
207	160	574	583
207	161	574	598
208	172	508	516
209	207	598	605
210	161	585	598
210	199	585	606
210	209	598	625
211	206	592	594
212	180	583	594
212	207	583	605
212	211	594	618
213	190	507	512
213	203	512	544
214	181	522	561
214	197	561	564
215	188	592	617
216	211	592	618
216	215	592	644
217	164	523	529
217	165	523	524
218	195	582	597
218	196	564	582
218	214	522	564
219	203	524	544
219	213	544	552
221	187	617	627
221	215	617	644
221	220	627	658
222	192	529	546
222	217	524	529
223	222	524	546
224	223	524	584
225	219	524	562
225	224	524	578
226	191	540	545
227	192	545	546
227	226	545	563
228	174	522	540
229	226	540	563
229	228	540	559
230	223	546	584
230	227	546	563
231	204	507	525
232	185	525	526
232	231	525	554
233	185	516	526
233	208	516	527
233	232	526	549
234	229	563	576
234	230	563	586
235	201	575	607
236	194	575	589
236	235	575	609
237	213	507	552
237	219	552	562
239	237	507	590
240	239	507	591
241	231	507	554
241	232	549	554
241	240	507	580
242	233	527	549
243	221	644	664
244	216	644	661
244	243	644	682
245	195	589	597
246	218	522	597
246	245	597	620
247	246	522	633
248	247	522	631
249	248	522	630
250	249	522	602
251	228	522	559
251	229	559	576
251	250	522	576
252	220	642	658
252	221	658	664
253	235	609	621
253	236	589	609
254	245	589	620
254	253	589	641
255	200	607	623
256	255	607	647
257	235	607	621
257	253	621	640
257	256	607	653
258	225	562	579
258	238	566	577
259	237	577	590
259	258	577	579
260	243	664	682
260	252	664	685
261	242	528	549
262	241	549	581
263	261	549	569
263	262	549	587
264	249	602	624
264	250	576	602
265	234	576	586
265	264	576	610
266	212	618	619
267	200	606	623
267	210	606	626
268	253	640	641
268	257	640	653
269	216	618	662
269	266	618	649
270	254	620	641
270	268	641	654
271	240	580	591
272	241	580	581
272	271	580	599
273	239	590	591
273	271	591	614
274	216	661	662
274	269	662	672
276	224	578	584
276	275	584	603
277	256	653	677
277	268	653	678
278	266	637	645
279	210	625	626
279	278	625	645
280	262	581	587
280	263	587	588
280	272	581	599
281	246	620	632
281	270	620	654
282	267	623	626
283	255	623	647
283	256	647	671
283	282	623	670
284	244	661	682
284	274	661	698
285	263	569	588
285	280	588	600
286	248	630	631
286	249	624	630
287	279	626	645
287	282	626	669
288	274	672	698
288	284	698	704
289	259	590	601
289	273	590	612
290	288	672	716
291	290	672	714
292	225	578	579
292	276	578	595
293	276	595	603
293	292	579	595
294	285	600	608
295	293	579	613
296	259	579	601
296	289	601	612
296	295	579	635
297	265	586	611
298	246	632	633
298	247	631	633
298	256	671	677
298	260	682	705
298	264	610	624
298	266	645	673
298	268	654	678
298	273	612	614
298	280	599	600
298	281	632	654
298	282	669	670
298	283	670	671
298	284	682	704
298	287	645	669
298	288	704	716
298	290	714	716
298	293	603	613
298	295	613	635
298	296	612	635
299	271	599	622
300	280	599	600
300	294	600	634
300	299	599	634
301	260	682	705
302	284	682	704
302	288	704	716
302	301	682	728
303	286	624	655
303	298	624	655
304	264	610	624
304	298	610	624
304	303	624	646
305	246	632	633
305	247	631	633
306	275	603	629
306	293	603	613
307	266	645	673
307	287	645	669
308	305	631	663
309	286	631	655
309	298	631	655
309	308	631	681
310	295	613	635
310	306	613	629
311	271	614	622
311	298	614	622
312	271	614	622
312	298	614	622
313	296	612	635
313	298	612	635
313	310	635	656
314	291	673	706
314	307	669	673
315	298	622	634
315	299	622	634
315	311	622	680
316	303	646	667
316	304	610	646
317	265	610	611
317	297	611	636
317	316	610	643
318	315	634	675
319	294	616	634
319	298	616	634
319	318	634	660
320	311	652	680
320	313	651	657
321	282	669	670
321	283	670	671
322	316	643	668
322	317	636	643
323	322	636	665
324	256	671	677
324	298	671	677
324	321	671	701
325	275	628	629
325	298	628	629
326	281	632	654
326	298	632	654
326	305	632	663
326	308	663	687
327	325	629	648
328	310	629	656
328	327	629	674
329	301	705	727
330	303	655	667
330	309	655	681
331	313	656	657
332	320	657	688
332	331	657	686
333	323	639	665
333	325	639	648
334	298	669	706
334	314	669	706
335	334	669	733
336	321	669	701
336	335	669	720
337	324	701	703
337	336	701	720
338	291	706	715
338	298	706	715
338	334	706	732
339	328	656	689
339	331	656	686
340	277	677	694
340	298	677	694
340	324	677	703
341	319	616	660
342	341	616	683
343	342	616	666
344	333	648	665
345	277	694	695
346	268	654	678
346	277	678	695
346	345	654	695
347	308	687	691
347	326	654	687
348	308	681	691
348	330	681	692
349	337	703	720
349	340	694	703
350	298	654	694
350	345	654	694
350	349	694	731
351	334	732	733
351	338	732	735
352	327	648	674
352	344	648	699
353	298	659	684
353	342	666	683
353	343	659	666
354	344	697	699
354	352	674	699
355	320	680	688
355	332	688	702
356	335	733	741
356	351	733	754
357	318	660	675
357	341	660	690
358	302	716	728
359	290	714	716
359	298	714	716
359	358	716	740
360	332	686	702
360	339	686	708
360	355	702	717
361	328	674	689
361	339	689	708
361	354	674	708
362	298	684	710
362	353	683	684
363	315	675	680
364	357	675	690
364	363	675	711
365	350	654	748
366	365	654	763
367	366	654	782
368	367	654	772
369	347	654	712
369	368	654	729
370	301	727	728
371	341	683	690
371	364	690	722
372	347	691	712
372	348	691	707
372	369	712	729
373	291	714	715
373	298	714	715
373	338	715	735
373	359	714	740
374	358	740	760
375	373	735	740
375	374	740	766
376	316	667	668
376	330	667	693
377	362	683	724
377	371	683	723
378	358	728	759
378	370	728	758
379	363	680	711
379	364	711	726
380	355	680	718
381	379	680	734
381	380	680	738
383	354	697	719
383	382	697	709
385	382	696	709
385	383	709	725
385	384	696	721
